timestamp,price,position,realized_pnl,unrealized_pnl,pnl_total,market_pnl,accuracy
2025-06-27T19:47:57.562806,106934.7,1,-1.069347,0.3000000000029104,-0.7693469999970897,0.3000000000029104,50.0
2025-06-27T19:47:58.613167,106935.0,1,-1.069347,0.3000000000029104,-0.7693469999970897,0.3000000000029104,50.0
2025-06-27T19:47:59.661385,106935.0,1,-1.069347,0.3000000000029104,-0.7693469999970897,0.3000000000029104,50.0
2025-06-27T19:48:00.678378,106935.0,1,-1.069347,0.3000000000029104,-0.7693469999970897,0.3000000000029104,50.0
2025-06-27T19:48:01.715566,106935.0,1,-1.069347,0.3000000000029104,-0.7693469999970897,0.3000000000029104,50.0
2025-06-27T19:48:02.755289,106935.0,1,-1.069347,1.6999999999970896,0.6306529999970896,1.6999999999970896,66.66666666666666
2025-06-27T19:48:03.794710,106936.4,1,-1.069347,1.6000000000058208,0.5306530000058207,1.6000000000058208,50.0
2025-06-27T19:48:04.850413,106936.3,1,-1.069347,1.6999999999970896,0.6306529999970896,1.6999999999970896,60.0
2025-06-27T19:48:05.876449,106936.4,1,-1.069347,10.30000000000291,9.23065300000291,10.30000000000291,66.66666666666666
2025-06-27T19:48:06.905712,106936.4,1,-1.069347,10.30000000000291,9.23065300000291,18.90000000000873,71.42857142857143
2025-06-27T19:48:07.942581,106945.0,1,-1.069347,16.40000000000873,15.33065300000873,25.000000000014552,75.0
2025-06-27T19:48:08.962496,106951.1,1,-1.069347,17.0,15.930653,25.60000000000582,77.77777777777779
2025-06-27T19:48:09.997029,106951.7,1,-1.069347,17.30000000000291,16.23065300000291,25.90000000000873,80.0
2025-06-27T19:48:11.025454,106952.0,1,-1.069347,17.5,16.430653,26.10000000000582,81.81818181818183
2025-06-27T19:48:12.052079,106952.0,1,-1.069347,17.5,16.430653,26.30000000000291,83.33333333333334
2025-06-27T19:48:13.096003,106952.2,1,-1.069347,17.5,16.430653,26.30000000000291,83.33333333333334
2025-06-27T19:48:14.127381,106952.2,1,-1.069347,45.0,43.930653,53.80000000000291,84.61538461538461
2025-06-27T19:48:15.164770,106979.7,1,-1.069347,45.10000000000582,44.03065300000582,53.90000000000873,85.71428571428571
2025-06-27T19:48:16.195186,106979.8,1,-1.069347,45.10000000000582,44.03065300000582,53.90000000000873,85.71428571428571
2025-06-27T19:48:17.249966,106979.8,1,-1.069347,45.0,43.930653,53.80000000000291,80.0
2025-06-27T19:48:18.288086,106979.8,1,-1.069347,45.0,43.930653,53.69999999999709,75.0
2025-06-27T19:48:19.334443,106979.7,1,-1.069347,45.0,43.930653,53.69999999999709,75.0
2025-06-27T19:48:20.388363,106979.7,1,-1.069347,45.0,43.930653,53.69999999999709,75.0
2025-06-27T19:48:21.427715,106979.7,0,42.860856,0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:22.471001,106979.7,-1,42.860856,-0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:23.518453,106979.7,-1,42.860856,-0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:24.555721,106979.7,-1,42.860856,-0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:25.592601,106979.7,-1,42.860856,-0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:26.631969,106979.7,-1,42.860856,-0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:27.687654,106979.7,-1,42.860856,-0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:28.740437,106979.7,-1,42.860856,-0.0,42.860856,53.69999999999709,75.0
2025-06-27T19:48:29.790541,106979.7,-1,42.860856,0.09999999999126885,42.96085599999127,53.60000000000582,76.47058823529412
2025-06-27T19:48:30.830446,106979.7,-1,42.860856,0.09999999999126885,42.96085599999127,53.50000000001455,77.77777777777779
2025-06-27T19:48:31.870136,106979.6,-1,42.860856,2.599999999991269,45.46085599999127,51.00000000001455,78.94736842105263
2025-06-27T19:48:32.917829,106977.1,-1,42.860856,2.599999999991269,45.46085599999127,51.00000000001455,78.94736842105263
2025-06-27T19:48:33.950517,106977.1,-1,42.860856,7.399999999994179,50.26085599999418,46.20000000001164,80.0
